TimeStamp|Ticks|FrameNum|FPS|Robo|achou|trajetoria|Xd|Yd|Xa|Ya|DistMelhorPonto|velAtual|velDesejada|erroVel|angAtual|angDesejado|erroAng|
20170115_121858|11940|18|6.25||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121858|12106|19|6.25||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121858|12283|20|5.68182||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121858|12447|21|6.25||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121859|12623|22|5.68182||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121859|12783|23|6.28931||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121859|12958|24|6.21118||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121859|13126|25|5.68182||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121859|13313|26|6.28931||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121859|13468|27|5.64972||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121900|13624|28|6.28931||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121900|13801|29|5.64972||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121900|13951|30|6.25||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121900|14166|31|6.28931||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121900|14311|32|5.68182||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121900|14438|33|6.21118||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121901|14627|34|5.64972||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121901|15027|35|2.46914||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121901|15126|36|10.6383||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121901|15269|37|6.41026||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121901|15476|38|5.68182||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121902|15615|39|6.25||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121902|15790|40|5.71429||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121902|15952|41|6.21118||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121902|16109|42|6.25||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121902|16280|43|5.68182||0|||0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121902|16447|44|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121903|16613|45|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121903|16772|46|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121903|16933|47|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121903|17110|48|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121903|17269|49|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121903|17443|50|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121904|17604|51|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121904|17764|52|6.32911|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121904|17942|53|5.61798|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121904|18117|54|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121904|18290|55|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121904|18464|56|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121905|18630|57|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121905|18787|58|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121905|18959|59|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121905|19137|60|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121905|19292|61|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121905|19473|62|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121906|19624|63|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121906|19776|64|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121906|19955|65|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121906|20114|66|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121906|20290|67|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121906|20458|68|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121907|20629|69|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121907|20789|70|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121907|20964|71|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121907|21147|72|5.61798|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121907|21291|73|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121907|21460|74|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121908|21635|75|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121908|21788|76|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121908|22001|77|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121908|22128|78|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121908|22309|79|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121908|22493|80|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121909|22643|81|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121909|22790|82|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121909|22945|83|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121909|23126|84|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121909|23305|85|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121909|23471|86|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121910|23637|87|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121910|23816|88|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121910|23963|89|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121910|24132|90|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121910|24328|91|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121910|24467|92|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121911|24653|93|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121911|24812|94|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121911|24953|95|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121911|25143|96|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121911|25324|97|6.28931|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121911|25497|98|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121912|25637|99|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121912|25814|100|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121912|25978|101|5.71429|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121912|26130|102|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121912|26318|103|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121912|26471|104|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121913|26644|105|6.32911|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121913|26796|106|5.64972|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121913|26958|107|6.21118|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121913|27140|108|5.68182|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121913|27321|109|6.25|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
20170115_121913|27474|110|5.61798|CarroTeste|0|circulo_r120_xc320_yc240|circulo_r120_xc320_yc240|0|0|0|0|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|-9.25596e+061|
